Year,Value
1995-97,98.3
1996-98,
1997-99,
1998-00,97.6
1999-01,97.7
2000-02,
2001-03,97.8
2002-04,97.6
2003-05,97.5
2004-06,96.7
2005-07,96.5
2006-08,96.1
2007-09,96.4
2008-10,96.5
2009-11,97.0
2010-12,96.5
2011-13,96.0
2012-14,95.9
2013-15,95.8
2014-16,95.7
2015-17,94.8
2016-18,95.1
