year,value
2005,77.9099855
2006,88.18709995
2007,79.70453076
2008,72.16823191
2009,65.64626487
2010,63.47507636
2011,52.18823657
2012,59.94378939
2013,48.17494663
2014,50.7577965
2015,48.63800931
2016,47.69034758
2017,45.37124197
2018,47.97286945
2019,45.1788297
2020,44.62208654
2021,40.48222
2022,35.57807294
